,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories
5214,lNbllJ2epwcSIqaAUEXrxw,Nature's Spa,7123 E Tanque Verde Rd,Tucson,AZ,85715.0,32.2522686,-110.8400065,5.0,8,1,"{'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'WiFi': ""u'no'"", 'AcceptsInsurance': 'False', 'ByAppointmentOnly': 'False', 'Smoking': ""u'no'"", 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True'}","Health & Medical, Reflexology, Acupuncture, Massage Therapy, Beauty & Spas, Massage"
5215,QyEMjcD8NrWm-tFAUXprhw,Arbuckle Coffee,3550 E Corporate Dr,Tucson,AZ,85706.0,32.157384,-110.916535,5.0,11,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'False', 'Caters': 'False', 'BikeParking': 'False', 'RestaurantsDelivery': 'True'}","Shopping, Food, Wholesale Stores, Restaurants, Specialty Food, Cafes, Coffee Roasteries, Coffee & Tea"
5220,jcw-mJhoePsEeIOsJeXk2A,Eastside Tattoo,"7752 E Wrightstown Rd, Ste 110",Tucson,AZ,85715.0,32.2501618,-110.8269356,5.0,6,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Tattoo, Beauty & Spas"
5227,mNOqS5vLlxBRsC1zagxfZQ,A LA Carte Rentals,3579 E Golf Links Rd,Tucson,AZ,85713.0,32.193056,-110.915731,5.0,9,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'free'""}","Party Supplies, Event Planning & Services, Party Equipment Rentals, Party & Event Planning"
5236,jrvTLSMVZrEQt6zBLEb53g,Ability Center,"4720 N La Cholla Blvd, Ste 150",Tucson,AZ,85705.0,32.29275489,-111.0104364,5.0,5,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True'}","Mobility Equipment Sales & Services, Automotive, Shopping, Auto Repair, Medical Supplies"
5269,yMDbhsMPWEAlxq6w7bHLoQ,Results Pest & Termite,"8049 E Lakeside Pkwy, Ste 201",Tucson,AZ,85730.0,32.1895979,-110.8199259,5.0,6,1,"{'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Local Services, Pest Control"
5284,x6a4OLDfZTODxV8Z9XUYfA,Mad Titan Toys,5733 E Speedway Blvd,Tucson,AZ,85712.0,32.236443,-110.8700499,5.0,5,0,"{'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'False', 'DogsAllowed': 'False', 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsBitcoin': 'False'}","Shopping, Toy Stores, Books, Mags, Music & Video, Hobby Shops, Comic Books"
5305,pyXRXTYSeTtincHXJ62_ug,Pistoleros Wild West Show,6541 E Tanque Verde Rd,Tucson,AZ,85715.0,32.24729246,-110.8529493,5.0,25,1,{'GoodForKids': 'True'},"Arts & Entertainment, Performing Arts"
5346,a8RoTfq2-oCh6w_zpAFmlA,AW Turf,51 W Glenn St,Tucson,AZ,85705.0,32.2574017,-110.9729938,5.0,5,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Home Services, Masonry/Concrete, Artificial Turf, Irrigation"
5359,6c8epNKg-5mZQUIeE7hDAw,Kaelen Harwell Organic Day Spa,30 S 5th Ave,Tucson,AZ,85701.0,32.221431,-110.967308,5.0,9,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'True'}","Beauty & Spas, Nail Salons, Makeup Artists, Skin Care, Eyelash Service, Day Spas"
5365,37YfVu9Bu01W_1nh5fkWWQ,Clique,"1865 E River Rd, Ste 111",Tucson,AZ,85718.0,32.2877998,-110.9444233,5.0,6,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Fashion, Women's Clothing, Shopping, Accessories"
5397,359vhzJP7x9UXBYmHEqvHA,"Robert W Snyder, MD PhD PC",4711 E Camp Lowell Dr,Tucson,AZ,85712.0,32.2665,-110.891639,5.0,12,1,"{'ByAppointmentOnly': 'False', 'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True'}","Laser Eye Surgery/Lasik, Health & Medical, Ophthalmologists, Doctors, Optometrists"
5400,u4P6hqDz6-QG9PR2Pj5KIw,Raptor Canyon Cafe,75 E Pennington St,Tucson,AZ,85701.0,32.2232863,-110.9699463,5.0,82,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': None, 'street': True, 'validated': None, 'lot': None, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'None', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': None, u'classy': None, u'upscale': False}""}","Cafes, American (Traditional), Breakfast & Brunch, Restaurants"
5409,IBl96w0GWBIkvoO9ISTVrg,The Armory Park Inn,438 S 3rd Ave,Tucson,AZ,85701.0,32.2163345,-110.9643085,5.0,15,1,"{'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'free'"", 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True'}","Hotels, Event Planning & Services, Bed & Breakfast, Hotels & Travel"
5420,8ZBbIWF66WENoew46_FQ9w,Campbell Avenue Bat Colony,Campbell And River Bridge,Tucson,AZ,85719.0,32.28440317,-110.9438162,5.0,10,1,"{'GoodForKids': 'True', 'OutdoorSeating': 'True'}","Nightlife, Local Flavor"
5426,dhnscPjZreHvwwMHplr1zA,Vanderpool's Collision Specialists,1028 S Curtis Ave,Tucson,AZ,85719.0,32.208812,-110.950695,5.0,15,1,{'BusinessAcceptsCreditCards': 'True'},"Body Shops, Auto Repair, Automotive, Auto Detailing, Towing"
5433,d8WKXf599ERVGK_-Kvu6og,Mon Ami Bed and Breakfast,5902 E 9th St,Tucson,AZ,85711.0,32.2232056,-110.8663516,5.0,5,1,"{'WiFi': ""u'free'""}","Event Planning & Services, Bed & Breakfast, Guest Houses, Hotels & Travel, Hotels"
5472,E74vhPREw1KTPIiHJbgcqg,Free Ever After Bridal Boutique,5622 E Broadway Blvd,Tucson,AZ,85711.0,32.2211411,-110.87219,5.0,11,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': 'None', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '1', 'WheelchairAccessible': 'True'}","Bridal, Shopping, Fashion, Formal Wear"
5473,XXNY-bUHgZMwkhLqQ1sxiA,Pampered Skin Studio,"5160 E Glenn St, Ste 150",Tucson,AZ,85712.0,32.2570547,-110.8819749,5.0,21,1,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'BikeParking': 'False', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Cosmetics & Beauty Supply, Health & Medical, Shopping, Skin Care, Beauty & Spas"
5502,M0LkNNnn9iVsqPQrzMgudw,Oro Valley Dental Arts,"9000 N Oracle Rd, Bldg A",Oro Valley,AZ,85704.0,32.3698672,-110.9661713,5.0,8,1,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True', 'AcceptsInsurance': 'True'}","Oral Surgeons, General Dentistry, Pediatric Dentists, Endodontists, Cosmetic Surgeons, Doctors, Dentists, Health & Medical, Cosmetic Dentists"
5507,PyxAkETRbgVmNV_8K4AJtg,LEO Armory,"3240 S Dodge Blvd, Ste 3",Tucson,AZ,85713.0,32.18622342,-110.914088,5.0,5,1,{'BusinessAcceptsCreditCards': 'True'},"Engraving, Arts & Crafts, Local Services, Shopping"
5516,_uwREC7v0oSwBJnczScvoA,Inspired Life Chiropractic & Wellness,"2055 N Kolb Rd, Ste 131",Tucson,AZ,85715.0,32.24681824,-110.849424,5.0,12,1,"{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Chiropractors, Health & Medical"
5526,XSMfQAs-wQcw-TyBB95kLg,Linden Terrace,702 E Linden St,Tucson,AZ,85719.0,32.2444149,-110.960843,5.0,7,1,{'BusinessAcceptsCreditCards': 'False'},"Real Estate, University Housing, Home Services, Apartments"
5527,DrTb_TuBuFEcwGVFMQg0OA,Performance Complete Auto Care,8200 E 22nd St,Tucson,AZ,85710.0,32.20597668,-110.8174111,5.0,30,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False'}","Body Shops, Auto Customization, Automotive, Auto Repair"
5528,DPEh8VvJ7WgJpft2hcSfxQ,Belle Starr Salon,508 N Grande Ave,Tucson,AZ,85745.0,32.230101,-110.9894216,5.0,36,1,"{'GoodForKids': 'True', 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'HairSpecializesIn': ""{'straightperms': True, 'coloring': True, 'extensions': False, 'africanamerican': False, 'curly': True, 'kids': True, 'perms': True, 'asian': False}"", 'ByAppointmentOnly': 'True'}","Hair Salons, Hair Stylists, Venues & Event Spaces, Arts & Entertainment, Beauty & Spas, Shopping, Event Planning & Services, Art Galleries"
5531,9XywDZ4a9dEj4iC233-mpg,Trattoria della Famiglia,6060 N Oracle Rd,Tucson,AZ,85704.0,32.3170895,-110.9757513,5.0,5,0,"{'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'dressy'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'GoodForKids': 'False', 'RestaurantsPriceRange2': '3', 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'""}","Italian, Restaurants"
5545,Nvuesvi9UBTBdm6K-UdnWw,Industrial Chemical of AZ,4143 E Speedway Blvd,Tucson,AZ,85712.0,32.2365339,-110.9040714,5.0,17,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2'}","Shopping, Hardware Stores, Home & Garden"
5573,2WLlAH-W6ef_DAYNmXjpxQ,BLX Skate Shop,197 E Toole Ave,Tucson,AZ,85701.0,32.22482707,-110.9688935,5.0,6,1,"{'GoodForKids': 'True', 'BusinessParking': 'None', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True', 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'True'}","Books, Mags, Music & Video, Shopping, Vinyl Records, Arts & Entertainment, Art Galleries, Fashion, Sporting Goods, Skate Shops, Men's Clothing"
5575,21yxDXf3SaEcEZNKvsMLMw,Arizona Primary Eye Care,"1303 E University Blvd, Ste 241",Tucson,AZ,85721.0,32.232592,-110.9519915,5.0,7,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Health & Medical, Shopping, Optometrists, Eyewear & Opticians"
5597,LHTSFykZ_1X5WZg1w0HbIQ,Godiva,6401 West Marana Ctr Blvd,Marana,AZ,85742.0,32.37547321,-111.1011261,5.0,10,0,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'RestaurantsPriceRange2': '2'}","Food, Candy Stores, Chocolatiers & Shops, Specialty Food"
5607,VdbnHFYiOZ2r8YjE0roUDw,Goldies Paint and Body,1455 W Glenn St,Tucson,AZ,85705.0,32.257202,-110.995393,5.0,22,1,{'BusinessAcceptsCreditCards': 'True'},"Tires, Auto Glass Services, Oil Change Stations, Body Shops, Auto Repair, Automotive, Transmission Repair"
5610,IPCbV1pqLj1d3OXv7yADTg,"James W Symonds, DDS - Ina Dentistry",7516 N La Cholla Blvd,Tucson,AZ,85741.0,32.343625,-111.012297,5.0,6,1,"{'BusinessAcceptsCreditCards': 'True', 'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'False'}","General Dentistry, Dentists, Endodontists, Cosmetic Dentists, Health & Medical"
5613,Bay7lM7slB9RoeiDa0CCuA,Net Zero Solar,945 W Silverlake Rd,Tucson,AZ,85713.0,32.1993573,-110.9853207,5.0,11,1,{'BusinessAcceptsCreditCards': 'True'},"Home Services, Solar Installation"
5614,1_2Y_bcq2pVoKiwQ7Yoimw,Allstate Auto Sales & Leasing,5341 E Speedway Blvd,Tucson,AZ,85712.0,32.236728,-110.878515,5.0,5,1,{'BusinessAcceptsCreditCards': 'False'},"Automotive, Car Dealers"
5638,vrf8cnueAtWNYNvEHUZX6g,"John W Swinford, OD","3430 N 1st Ave, Ste 3",Tucson,AZ,85719.0,32.26929643,-110.9605829,5.0,6,0,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'False'}","Health & Medical, Optometrists"
5641,mnDo6Ql9g_O5tgMQqP9RfQ,Transit Tea,2645 E Speedway Blvd,Tucson,AZ,85716.0,32.23636071,-110.9322021,5.0,47,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'False', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': False}"", 'BikeParking': 'True', 'Caters': 'False', 'DogsAllowed': 'True', 'NoiseLevel': ""u'quiet'"", 'OutdoorSeating': 'True', 'DriveThru': 'True'}","Coffee & Tea, Food"
5660,wc76B7whIWe4MwwxKP-7Zw,Ajia Simone's Ahead of Style,4551 E Speedway Blvd,Tucson,AZ,85712.0,32.2364754,-110.8953166,5.0,55,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'HairSpecializesIn': ""{'straightperms': True, 'coloring': True, 'extensions': True, 'africanamerican': True, 'curly': True, 'kids': True, 'perms': True, 'asian': True}""}","Waxing, Nail Salons, Men's Hair Salons, Day Spas, Hair Removal, Beauty & Spas, Men's Clothing, Fashion, Nail Technicians, Shopping, Hair Salons"
5663,RsW8a3-8Ymbd1gh7-wbKTQ,Health Through Awareness Bodywork Therapies,"4500 E Speedway Blvd, Ste 76",Tucson,AZ,85712.0,32.251445,-110.886956,5.0,5,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2'}","Massage, Health & Medical, Massage Therapy, Beauty & Spas, Medical Spas"
5686,Dh4JJwndZcan_1DTCi3skQ,Leon's Tree Service,11213 S Swan Rd,Tucson,AZ,85706.0,32.0455725,-110.8922198,5.0,17,1,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'False'}","Tree Services, Home Services"
5694,5dKcKSb6kQPXkVTUTKUjGw,390th Memorial Museum,6000 E Valencia Rd,Tucson,AZ,85706.0,32.1415037,-110.8735878,5.0,7,1,"{'GoodForKids': 'True', 'DogsAllowed': 'True', 'WiFi': ""u'free'""}","Museums, Arts & Entertainment"
5709,Efn8pVvf69iA6Fu6g2MCAw,Atomic Towing,7640 N Massingale Ct,Tucson,AZ,85741.0,32.256224,-110.909442,5.0,7,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'""}","Automotive, Towing, Roadside Assistance"
5719,9rVSinEDIjuOLE0rNDh4qA,Fermented Tea Company,"3820 S Palo Verde Rd, Ste 110",Tucson,AZ,85714.0,32.1774224,-110.9185309,5.0,19,1,"{'WiFi': ""u'no'"", 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'Caters': 'False', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': None, u'validated': False}""}","Coffee & Tea, Food, Restaurant Supplies, Wholesalers, Professional Services, Kombucha"
5724,GDzJR6fEELNHDiBTjQHxeQ,Professional Bartenders Unlimited,3625 E 42nd Stravenue,Tucson,AZ,85713.0,32.1872826,-110.9154679,5.0,5,1,{'BusinessAcceptsCreditCards': 'True'},"Party Equipment Rentals, Bartenders, Caterers, Event Planning & Services, Wedding Planning"
5725,5HuizbEg6qAIFwE9OAIxbQ,Cocteleria La Palma Mariscos Y Mas,1143 S 6th Ave,Tucson,AZ,85701.0,32.2070443,-110.9681458,5.0,57,1,"{'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'False', 'DogsAllowed': 'True', 'RestaurantsTakeOut': 'True', 'HappyHour': 'False', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': None, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}""}","Restaurants, Seafood, Mexican"
5744,Z_l5dmN5AvLDS0KtVEjZZA,Dogs-N-Donuts,7743 E Broadway Blvd,Tucson,AZ,85710.0,32.222485,-110.8259128,5.0,33,1,"{'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'Caters': 'False', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed': 'True', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'False'}","Food, Pet Services, Cafes, Coffee & Tea, Donuts, Pets, Pet Stores, Breakfast & Brunch, Restaurants, Bakeries"
5749,chO_jbEp_L_9xzS4EZgksA,Stewart Boot Mfg,30 W 28th St,Tucson,AZ,85713.0,32.200875,-110.9695244,5.0,16,1,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Leather Goods, Shoe Stores, Fashion, Shopping"
5757,_ZmS8g4F2nsOw24hyXcM_w,Restaurante y CenadurÃ­a El Quino,4075 S 6th Ave,Tucson,AZ,85714.0,32.17527392,-110.9679779,5.0,12,1,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HappyHour': 'True'}","Tex-Mex, Restaurants, Seafood, Mexican"
5774,15HxeqnXBnokS2LtpAp-Fg,El Rancho Merlita Ranch House Bed & Breakfast,1924 N Corte El Rancho Merlita,Tucson,AZ,85715.0,32.2447727,-110.8113622,5.0,7,0,"{'WiFi': ""u'free'""}","Hotels & Travel, Bed & Breakfast"
5787,o3WPz1shg7i_0EFKdhDFxQ,Wheeler Taft Abbett Branch Library,7800 North Schisler Dr,Tucson,AZ,85743.0,32.3489013,-111.0951516,5.0,13,1,"{'WiFi': ""u'free'""}","Public Services & Government, Libraries"
5798,RDv02UWVmAYl3kM6PXv-ZQ,The UPS Store,"1830 E Broadway, Ste 124",Tucson,AZ,85719.0,32.22072383,-110.9449829,5.0,37,1,{'BusinessAcceptsCreditCards': 'True'},"Local Services, Notaries, Shipping Centers, Mailbox Centers, Printing Services"
5800,YM9q2KvGi-YYX1McNo0fYw,Tucson's Loop Bicycle Shop,3201 W Diamond St,Tucson,AZ,85718.0,32.29822159,-111.0357742,5.0,6,0,"{'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True'}","Bike Repair/Maintenance, Shopping, Bicycle Paths, Active Life, Local Services, Sporting Goods, Bikes"
5816,2nUxZbcqVCYfljp59gsxwQ,Xanadu Belly Dance Studio,2408 N Loretta Dr,Tucson,AZ,85716.0,32.2508053,-110.9292581,5.0,6,1,"{'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'False'}","Education, Fitness & Instruction, Performing Arts, Dance Studios, Arts & Entertainment, Active Life, Specialty Schools, Dance Schools"
5819,iMgjQLGsMQ4QAHc3bV3pUg,Qilosophy,2532 E 6th St,Tucson,AZ,85716.0,32.2275803,-110.934504,5.0,20,1,"{'BusinessAcceptsCreditCards': 'True', 'AcceptsInsurance': 'False', 'ByAppointmentOnly': 'False', 'WiFi': ""u'free'""}","Massage Therapy, Acupuncture, Health & Medical"
5821,jknR46iySehIOr9Unnfytw,AZmodern,4469 E 5th St,Tucson,AZ,85711.0,32.2291186,-110.8974587,5.0,8,1,"{'WheelchairAccessible': 'True', 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Furniture Stores, Home & Garden, Antiques, Home Decor, Shopping"
5823,sk11RFNogbE0axZUIDBRHw,Los Mezquites,2341-2399 W Drexel Rd,Tucson,AZ,85746.0,32.1482243,-111.0174401,5.0,11,1,"{'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True'}",Restaurants
5835,ksPrToJk9Y09FUxujN_ZPQ,Savvy Computers,5315 E Broadway Blvd,Tucson,AZ,85711.0,32.222096,-110.878729,5.0,9,1,{'BusinessAcceptsCreditCards': 'True'},"Local Services, Data Recovery, Professional Services, Mobile Phone Repair, IT Services & Computer Repair, Business Consulting"
5854,wbkPdqeuYBPNee6zPjwkYw,CubeSmart Self Storage,6560 E Tanque Verde Rd,Tucson,AZ,85715.0,32.24598877,-110.8517559,5.0,9,1,{'BusinessAcceptsCreditCards': 'True'},"Self Storage, Local Services"
5855,HlaqPcOkOb7AjLpYU5fsoA,Starbucks,1301 W Duval Mine Rd,Sahuarita,AZ,85614.0,31.900935,-110.992529,5.0,10,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'Caters': 'False', 'WiFi': ""'free'"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2'}","Coffee & Tea, Food"
5858,7_2O7S0_jpKAjQp-iETYXA,Painted Saguaro Studio,"505 W Miracle Mile, Ste 6",Tucson,AZ,85705.0,32.26033402,-110.9804129,5.0,6,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'True', 'BikeParking': 'True'}","Tattoo, Cafes, Beauty & Spas, Restaurants"
5863,HNNhf8jFm7z4aHlN-AopgQ,The Shop,3130 E Ft Lowell Rd,Tucson,AZ,85716.0,32.264735,-110.9258489,5.0,9,1,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'DogsAllowed': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True'}","Active Life, Uniforms, Sporting Goods, Sports Wear, Shopping, Soccer, Fashion"
5871,XMROwls95-wIfrCzpskBkg,Glo Beauty Lounge,708 E 9th St,Tucson,AZ,85719.0,32.223662,-110.9606877,5.0,8,1,"{'WheelchairAccessible': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'ByAppointmentOnly': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}","Makeup Artists, Beauty & Spas, Skin Care, Eyelash Service, Hair Removal, Waxing"
5874,zCeOlV1IQpCarH5z4Dk9zA,Bella Body,5318 S Civano Blvd,Tucson,AZ,85747.0,32.15474583,-110.76864,5.0,22,1,"{'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'False', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True', 'AcceptsInsurance': 'False', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True'}","Skin Care, Massage Therapy, Health & Medical, Massage, Chiropractors, Beauty & Spas"
5881,f-DgyAG4BKORISYD-il9hw,Sabino Artisan Chocolates,"10110 N Oracle Rd, Ste 140",Tucson,AZ,85704.0,32.3901509,-110.9640817,5.0,6,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Specialty Food, Chocolatiers & Shops, Food"
5888,hcc76TMRrTaovDZy9Kk11g,Kar Enterprise,7465 W Mystick Sky Ln,Tucson,AZ,85743.0,32.385045,-111.128635,5.0,5,1,{'BusinessAcceptsCreditCards': 'False'},"Home Services, Local Services, IT Services & Computer Repair, Garage Door Services"
