,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories
4265,87VwYvPSzvEx6UdEri1FWA,Sam Levitz Furniture,3430 E 36th St,Tucson,AZ,85713.0,32.18995832,-110.918879,2.0,84,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'RestaurantsTakeOut': 'None', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'None'}","Shopping, Home Decor, Furniture Stores, Mattresses, Home & Garden"
4266,DuDSt3THo7_jPkad-eZffg,Chili's,5150 E Broadway Blvd,Tucson,AZ,85711.0,32.2212623,-110.8820253,2.5,183,1,"{'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""'average'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'HappyHour': 'True', 'HasTV': 'True', 'GoodForDancing': 'False', 'CoatCheck': 'False', 'RestaurantsDelivery': 'True', 'BikeParking': 'True'}","American (Traditional), Tex-Mex, Bars, Restaurants, Nightlife"
4269,V9XlikTxq0My4gE8LULsjw,Claim Jumper Steakhouse & Bar,3761 E Broadway Blvd,Tucson,AZ,85716.0,32.22188,-110.91307,2.5,325,0,"{'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""u'casual'"", 'HappyHour': 'True', 'OutdoorSeating': 'True', 'WiFi': ""'free'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': None, 'casual': True}""}","Restaurants, Nightlife, Seafood, Steakhouses, American (Traditional), Bars"
4272,iy_EAYeI58BKg_moEUJyjA,BRAKEmax,10529 N Oracle Rd,Oro Valley,AZ,85737.0,32.3975176,-110.9589763,2.5,24,1,{'BusinessAcceptsCreditCards': 'True'},"Oil Change Stations, Auto Repair, Tires, Automotive"
4277,99PHoYauSnGqVhVU6D8eJA,Old Pueblo Traders,"6228 E Broadway Blvd, Ste 150",Tucson,AZ,85712.0,32.2201718,-110.8596674,1.0,11,0,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Shopping, Fashion, Women's Clothing, Accessories"
4279,UC3In76Xcgk4d8PWeKrlzA,Expert Nails,"18690 S Nogales Hwy, Ste 112",Green Valley,AZ,85614.0,31.91124,-110.9804218,2.5,33,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Nail Salons, Beauty & Spas"
4281,gXETZXxogLbWqvbFi1V2pg,Blue Fox Properties,7368 N La Cholla Blvd,Tucson,AZ,85741.0,32.3404631,-111.0108791,2.0,48,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Real Estate, Home Services, Property Management"
4294,lUVae07lM43l1dnuP39aaA,US Post Office,1099 S Pantano Rd,Tucson,AZ,85710.0,32.208008,-110.822705,2.0,37,1,{'BusinessAcceptsCreditCards': 'True'},"Post Offices, Public Services & Government, Shipping Centers, Local Services"
4301,CBIfcyzjnL06xbapLyOJrg,eegee's,8906 E Tanque Verde Rd,Tucson,AZ,85749.0,32.25824591,-110.802393,3.0,7,1,"{'Alcohol': ""u'none'"", 'ByAppointmentOnly': 'False', 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True'}","Food, Desserts, Restaurants, Fast Food, Sandwiches"
4305,gWiUCJEcv1lnZtMT_d2p5A,Dunkin',4676 E. Grant Rd,Tucson,AZ,85712.0,32.2502763,-110.8931279,3.0,103,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'RestaurantsDelivery': 'True', 'WiFi': ""'free'"", 'DriveThru': 'None'}","Restaurants, Donuts, Food, Coffee & Tea"
4312,FrOZFs5gtkYQKdTGBTKx3A,Panda Express,2485 N. Swan Rd. Space# 101,Tucson,AZ,85712.0,32.25184585,-110.8932197,2.5,34,1,"{'BikeParking': 'False', 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'DriveThru': 'False', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': None, u'lot': None, u'validated': False}""}","Restaurants, Specialty Food, Ethnic Food, Chinese, Fast Food, Food"
4315,crz0bDyzKXGTApLiKCEZCg,Walgreens,1900 S 6th Ave,Tucson,AZ,85713.0,32.1991136,-110.9690587,1.5,6,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'DriveThru': 'True', 'RestaurantsTakeOut': 'True'}","Photography Stores & Services, Food, Convenience Stores, Beauty & Spas, Shopping, Drugstores, Cosmetics & Beauty Supply"
4324,XS_3D0MS6o1xu_Qfr_KA2Q,Great Clips,9110 N Silverbell Rd,Tucson,AZ,85743.0,32.3729118,-111.1361597,3.0,11,1,"{'RestaurantsPriceRange2': '1', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'GoodForKids': 'True'}","Beauty & Spas, Hair Salons, Hair Stylists"
4331,Ktfl6gzqp4kWBYCpa2r35g,On A Roll,63 E Congress St,Tucson,AZ,85707.0,32.22223,-110.970058,2.5,120,0,"{'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'False', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'HappyHour': 'True'}","Sushi Bars, Japanese, Restaurants, Cafes"
4342,UezqVbpuvTY4_eVxbjNW5A,Pima Pain Center - Oro Valley,"7530 N Oracle Rd, Ste 200",Tucson,AZ,85704.0,32.3434982,-110.9756637,1.5,11,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True', 'AcceptsInsurance': 'True'}","Doctors, Massage Therapy, Health & Medical, Pain Management, Physical Therapy, Chiropractors"
4343,9IILfodjYWlYHON0e7xouA,Fry's Food & Drug Stores,3770 W Ina Rd,Tucson,AZ,85741.0,32.339012,-111.045634,3.0,30,1,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'Caters': 'True'}","Drugstores, Shopping, Grocery, Food"
4344,L5LW_wN6Z0JV_vKe2jnsBw,Wendy's,7675 N. La Cholla Blvd.,Tucson,AZ,85741.0,32.34546445,-111.0135448,2.0,21,1,"{'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'BikeParking': 'False'}","Fast Food, Burgers, Restaurants"
4351,BLB_hl0kraqPJd5RzCkBfA,Krispy Krunchy Chicken,1715 W Irvington Rd,Tucson,AZ,85746.0,32.1595191,-111.0013088,2.5,7,1,"{'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","Pizza, Chicken Shop, Fast Food, Southern, Cajun/Creole, Restaurants, Breakfast & Brunch, Soul Food"
4356,plYw0lBpAIBdwqH8FY1H_A,Casa Molina,6225 E Speedway Blvd,Tucson,AZ,85712.0,32.236514,-110.8595295,3.0,251,1,"{'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'BYOBCorkage': ""'no'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsTableService': 'True', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HappyHour': 'True', 'WiFi': ""u'free'"", 'DogsAllowed': 'False', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}""}","Mexican, Latin American, Restaurants"
4357,fygV_amZ0i4s5WOzcxhllw,Northwest Allied Physicians,"8710 N Thornydale Rd, Ste 160",Tucson,AZ,85742.0,32.36476941,-111.0463594,1.5,6,1,{'ByAppointmentOnly': 'True'},"Health & Medical, Doctors, Family Practice"
4361,94W90PLwpoFYqtuU-qBEGA,Camping World of Tucson,4700 S Palo Verde Rd,Tucson,AZ,85714.0,32.165355,-110.918757,3.0,78,1,"{'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True'}","RV Rental, Automotive, Auto Repair, Auto Parts & Supplies, Insurance, RV Repair, Financial Services, Hotels & Travel, RV Dealers"
4363,HhE28PZUju1RyzS-fX69mw,Twice As Nice Family Fashion Exchange,4155 W Ina Rd,Tucson,AZ,85741.0,32.3364131,-111.0539942,2.5,11,0,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'ByAppointmentOnly': 'None', 'WheelchairAccessible': 'True'}","Shopping, Used, Vintage & Consignment, Fashion"
4365,1QNGVBU2NwG1vSFUerRi7A,Taco Bell,3455 E Grant Rd,Tucson,AZ,85716.0,32.2509259,-110.9188336,2.5,25,1,"{'NoiseLevel': ""'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""'none'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'ByAppointmentOnly': 'False', 'HasTV': 'True', 'DriveThru': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': False, u'lot': True, u'validated': None}"", 'RestaurantsDelivery': 'True'}","Restaurants, Tex-Mex, Tacos, Mexican, Breakfast & Brunch, Fast Food"
4367,y97gxo7_RJgJ6NwdmRW_kQ,Boba Tea Company,"4500 N Oracle Rd, Tucson Mall",Tucson,AZ,85705.0,32.288651,-110.973335,2.5,28,1,"{'DogsAllowed': 'False', 'BikeParking': 'True', 'WheelchairAccessible': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False'}","Food, Bubble Tea"
4368,h1jLm0McgsOOWI3eCqmboA,Showcase Meat Company,4430 N Hwy Dr,Tucson,AZ,85705.0,32.2886985,-111.0220507,2.5,16,1,"{'RestaurantsPriceRange2': '4', 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True'}","Food, Food Delivery Services"
4369,XZL-bm-ZzAttKUmuexffaQ,Sandbox Wash N Dry,8681 E Golf Links,Tucson,AZ,85730.0,32.192354,-110.807066,2.5,7,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False', 'WiFi': ""'no'""}","Dry Cleaning & Laundry, Laundry Services, Local Services"
4371,h8GRSRrrEh5TY0lFEcwQqQ,Baskin-Robbins,1655 W Valencia Rd,Tucson,AZ,85746.0,32.133335,-110.9999815,2.5,7,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'WiFi': ""'free'"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True'}","Food, Ice Cream & Frozen Yogurt"
4375,lLtXkGYzfg-9mZchIvSXPw,Swindlers,906 E University Blvd,Tucson,AZ,85719.0,32.2314808,-110.9577072,3.0,9,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Fashion, Men's Clothing, Shopping, Women's Clothing"
4376,5igUz9o8LbU7iMPp9OoG6A,Casual Nails,"15990 S Rancho Sahuarita Blvd, Ste 160",Sahuarita,AZ,85629.0,31.9596368,-110.9857307,2.5,47,1,"{'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Beauty & Spas, Nail Salons"
4382,bxviJBSqpgdnPlzb8FNdhQ,Finisterra Luxury Apartments,6795 East Calle La Paz,Tucson,AZ,85715.0,32.24381322,-110.8505917,3.0,22,1,{'BusinessAcceptsCreditCards': 'True'},"Home Services, Apartments, Real Estate"
4384,2Xlaed4m4K9KVd7G2Blwqw,The Cottages at Tucson - Cardinal Group,1000 E 22nd St,Tucson,AZ,85713.0,32.206256,-110.953407,3.0,49,0,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Real Estate, Home Services, Apartments"
4385,9PJUTMsQQ48F-rDLwvu30w,Noble Hops,7250 S Tucson Blvd,Tucson,AZ,85756.0,32.1202544,-110.937308,3.0,28,0,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True'}","American (New), Gastropubs, Restaurants"
4392,bubN_0XP4_hfJAbPHCva3w,Clara Vista Pediatrics,"7340 E Speedway Blvd, Ste 101",Tucson,AZ,85710.0,32.2350304,-110.8351287,2.5,5,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'""}","Doctors, Pediatricians, Health & Medical"
4393,7u68SlaFWfF_bUHQrJtGmQ,El Pollo Loco,3781 West Ina Rd,Tucson,AZ,85741.0,32.3370527,-111.0456216,3.0,66,1,"{'OutdoorSeating': 'False', 'WiFi': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'DriveThru': 'True', 'RestaurantsDelivery': 'True', 'GoodForMeal': 'None', 'Caters': 'True', 'HasTV': 'True'}","Restaurants, Mexican, Fast Food"
4394,7GkNHgh50StBOzpZXIpKMA,Elevate Apartments,550 S Camino Seco,Tucson,AZ,85710.0,32.21426623,-110.8071481,2.0,9,1,"{'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True'}","Home Services, Real Estate, Apartments"
4396,cUMfex1SaB9m95vaRVc2Yg,El Dorado Place,1150 N El Dorado Pl,Tucson,AZ,85715.0,32.2376534,-110.8548728,3.0,10,1,"{'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False'}","Home Services, Real Estate, Apartments"
4399,tHFD7jmowhBp1E1ApQHzpA,Park Place,5870 East Broadway Blvd.,Tucson,AZ,85711.0,32.21947,-110.865423,3.0,92,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'DogsAllowed': 'False'}","Shopping, Shopping Centers"
4402,w95FfGHDVWQqU3vIRRKWzw,R & R Bar-B-Que Company Inc.,1101 N Wilmot Rd,Tucson,AZ,85712.0,32.237017,-110.858727,2.5,13,0,"{'HasTV': 'False', 'NoiseLevel': ""u'quiet'"", 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'Caters': 'True', 'RestaurantsGoodForGroups': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'no'"", 'OutdoorSeating': 'False'}","Barbeque, Local Flavor, Restaurants"
4403,iJD9oRbra_xeD6GQXF1IUA,Days Inn Tucson Convention Center,222 South Freeway,Tucson,AZ,85745.0,32.2190421,-110.9806081,2.0,11,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'""}","Event Planning & Services, Hotels, Hotels & Travel"
4407,ISq-ybzvHbqClKyoZEZb4A,Arizona Landshapes,3355 N Chapel,Tucson,AZ,85716.0,32.268009,-110.913003,2.5,10,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Irrigation, Home Services, Masonry/Concrete, Landscaping, Landscape Architects"
4408,I6YarMi-nt1O-G5ItqxjPQ,The Legends at La Paloma,3750 E Via Palomita,Tucson,AZ,85718.0,32.309945,-110.911607,3.0,28,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Home Services, Apartments, Real Estate"
4411,-6KL5N_AdaZnw3W1HHtEtA,Unique Thriftique,7332 E Broadway Blvd,Tucson,AZ,85710.0,32.22071848,-110.8354788,2.5,8,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Thrift Stores, Shopping"
4416,O7pGVOSK8DLveStJLmcvdg,Rancho Vistoso Urgent Care,13101 N Oracle Rd,Tucson,AZ,85739.0,32.443326,-110.93534,2.0,12,0,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'AcceptsInsurance': 'True'}","Medical Centers, Health & Medical"
4418,Qp5m70lC2KorILVRdpeR0g,Aqua-Man Aquatic Service,"6800 N Camino Martin, Ste 136",Tucson,AZ,85741.0,32.3306854,-111.0561935,1.5,12,1,"{'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'False'}","Pool & Hot Tub Service, Home Services, Active Life, Swimming Pools, Pool Cleaners"
4419,EaOpoKLdqNwZ2q5owQ6LDA,Five Palms Steak & Seafood,3500 E Sunrise Dr,Tucson,AZ,85718.0,32.319759,-110.91893,3.0,136,0,"{'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'False', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'BikeParking': 'False', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'dressy'"", 'GoodForKids': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': True, 'casual': False}"", 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'HappyHour': 'True'}","Steakhouses, Specialty Food, Restaurants, American (New), Seafood, Food, Cheese Shops"
4423,I2f6JR2EaRv_qjuZqyN0ig,Carl's Jr,6301 E Grant Rd,Tucson,AZ,85715.0,32.25110893,-110.8575213,2.0,20,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""'none'"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'True', 'DriveThru': 'True'}","Burgers, Fast Food, Restaurants"
4424,mxam6ZzXg_ZSTSFPDJEpFA,Taco Bell,10815 N Oracle Rd,Oro Valley,AZ,85737.0,32.40005,-110.95524,3.0,14,1,"{'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'None', 'GoodForKids': 'True', 'BikeParking': 'False', 'RestaurantsTableService': 'False', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'DriveThru': 'True'}","Tex-Mex, Fast Food, Tacos, Restaurants, Mexican, Breakfast & Brunch"
4427,C7DQfgxrhHUl5bYtC5eMAA,Subway,"15250 N Oracle Rd, Ste 190",Catalina,AZ,85739.0,32.48259926,-110.9205333,3.0,5,1,"{'Caters': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'False', 'RestaurantsDelivery': 'True'}","Restaurants, Fast Food, Sandwiches"
